tenant_id,request_idx,ttft_ms,mean_itl_ms,p50_itl_ms,p95_itl_ms,p99_itl_ms,e2e_ms,num_output_tokens,start_time
tenant_A,276,112.57,15.15,12.45,45.4,46.78,2036.33,128,1782136540.203
tenant_A,297,92.77,12.74,11.84,12.59,47.2,1710.29,128,1782136558.644
tenant_A,420,72.61,13.68,11.99,12.79,49.2,1809.41,128,1782136697.487
tenant_A,432,107.81,13.74,12.21,13.11,46.01,1853.07,128,1782136714.713
tenant_A,484,131.37,14.68,12.29,43.42,48.37,1995.99,128,1782136759.06
tenant_A,543,114.79,14.71,12.25,34.95,74.26,1982.47,128,1782136809.527
tenant_A,418,109.56,15.1,12.13,45.9,48.72,2027.52,128,1782136695.594
tenant_A,547,125.44,14.08,12.59,13.49,45.89,1913.35,128,1782136814.623
tenant_A,104,106.85,15.98,12.26,45.43,47.69,2135.92,128,1782136373.83
tenant_A,153,68.2,15.59,12.18,44.41,76.35,2047.7,128,1782136423.567
tenant_A,479,126.93,14.41,12.21,44.25,48.72,1956.39,128,1782136753.403
tenant_A,295,67.79,14.13,11.84,46.58,49.71,1862.73,128,1782136556.683
tenant_A,267,76.17,14.71,11.8,46.61,75.91,1944.3,128,1782136533.545
tenant_A,476,94.84,14.33,12.12,46.6,49.04,1915.32,128,1782136750.272
tenant_A,268,69.49,13.74,12.13,13.09,48.16,1814.5,128,1782136535.948
tenant_A,474,75.3,13.47,12.08,13.22,47.28,1786.57,128,1782136749.028
tenant_A,91,67.05,14.31,12.27,42.77,44.78,1884.8,128,1782136361.365
tenant_A,414,71.25,15.14,12.2,45.74,49.12,1994.58,128,1782136692.643
tenant_A,293,67.2,13.47,11.76,12.88,48.59,1778.41,128,1782136555.838
tenant_A,441,77.06,14.14,11.88,47.14,48.57,1872.43,128,1782136727.355
tenant_A,468,74.45,15.17,12.24,45.82,47.7,2001.08,128,1782136747.007
tenant_A,36,76.84,13.25,11.81,12.82,48.24,1759.89,128,1782136308.503
tenant_A,147,75.78,15.24,12.24,44.26,47.76,2011.22,128,1782136416.112
tenant_A,290,72.14,15.17,12.2,45.88,48.74,1998.74,128,1782136553.907
tenant_A,361,73.78,14.5,11.97,46.06,48.72,1915.33,128,1782136633.821
tenant_A,586,83.41,14.64,12.25,44.41,46.93,1943.33,128,1782136846.329
tenant_A,400,68.66,13.37,12.04,12.75,47.18,1766.98,128,1782136675.506
tenant_A,291,70.18,13.73,12.2,12.76,45.9,1814.43,128,1782136554.354
tenant_A,52,71.55,14.16,12.0,42.65,47.89,1870.47,128,1782136323.672
tenant_A,194,99.92,13.09,12.0,12.72,46.68,1762.7,128,1782136455.794
tenant_A,284,76.28,15.09,12.09,46.44,51.19,1992.16,128,1782136550.119
tenant_A,416,64.91,14.26,11.98,46.4,48.99,1875.39,128,1782136694.63
tenant_A,100,70.47,14.58,12.24,43.99,46.99,1922.54,128,1782136369.661
tenant_A,430,75.97,14.88,12.21,45.04,48.97,1965.23,128,1782136706.389
tenant_A,489,67.48,15.41,12.22,45.39,47.92,2024.71,128,1782136763.209
tenant_A,582,77.24,14.34,12.24,44.09,47.36,1898.27,128,1782136841.263
tenant_A,38,74.94,15.58,11.95,47.88,49.21,2053.49,128,1782136309.855
tenant_A,434,76.56,13.38,11.98,12.68,47.74,1776.04,128,1782136717.751
