request_id,client_id,tenant_id,slo_class,session_id,round_index,prefix_group,prefix_length,streaming,input_tokens,output_tokens,text_tokens,image_tokens,audio_tokens,video_tokens,reason_ratio,model,deadline_us,server_input_tokens,arrival_time_us,send_time_us,first_chunk_time_us,last_chunk_time_us,num_chunks,status,error_message,finish_reason,x_request_id
0,tenant_A,tenant_A,,,0,,0,true,1024,128,0,0,0,0,0,,0,1010,253045,1782184706896870,1782184706968441,1782184708589070,130,ok,,length,a749326c-1a7e-4238-87ab-636d87787d42
1,tenant_A,tenant_A,,,0,,0,true,1024,128,0,0,0,0,0,,0,987,393163,1782184707036981,1782184707099474,1782184708693161,130,ok,,length,290a9bc6-7406-405a-b354-c6fdae42874e
2,tenant_B,tenant_B,,,0,,0,true,1024,128,0,0,0,0,0,,0,996,442852,1782184707087383,1782184707151983,1782184708716122,130,ok,,length,7ba7b4e1-381f-49e0-ad32-6b4d7c864f72
3,tenant_A,tenant_A,,,0,,0,true,1024,128,0,0,0,0,0,,0,1000,501239,1782184707145713,1782184707217309,1782184708750689,130,ok,,length,4fb4971c-998f-4971-b896-66d0b190c778
4,tenant_B,tenant_B,,,0,,0,true,1024,128,0,0,0,0,0,,0,977,1028077,1782184707672134,1782184707732816,1782184709322947,130,ok,,length,78035070-3f92-45b4-adcc-757a536ca13a
5,tenant_B,tenant_B,,,0,,0,true,1024,128,0,0,0,0,0,,0,1011,1821521,1782184708466095,1782184708528459,1782184710086724,130,ok,,length,375d9412-14bf-49cb-b6fd-0172da89e023
6,tenant_B,tenant_B,,,0,,0,true,1024,128,0,0,0,0,0,,0,989,2274976,1782184708918855,1782184708987787,1782184710546634,130,ok,,length,965b51b1-996f-49dc-a016-23b8b0648d2b
7,tenant_A,tenant_A,,,0,,0,true,1024,128,0,0,0,0,0,,0,1001,2425373,1782184709069763,1782184709130219,1782184710768528,130,ok,,length,56149b29-d430-4775-9ec6-196e43be0b86
8,tenant_B,tenant_B,,,0,,0,true,1024,128,0,0,0,0,0,,0,1001,2533996,1782184709178174,1782184709241073,1782184710849963,130,ok,,length,3ffa88fc-f698-4d0e-af2b-b464e2e551ab
9,tenant_B,tenant_B,,,0,,0,true,1024,128,0,0,0,0,0,,0,951,3825703,1782184710469920,1782184710535116,1782184712364397,130,ok,,length,e75bec56-e48d-4e37-9f8f-570c1b7d9fbc
10,tenant_B,tenant_B,,,0,,0,true,1024,128,0,0,0,0,0,,0,986,3931157,1782184710574894,1782184710634994,1782184712437122,130,ok,,length,5fbc972c-cd02-444a-b0d7-e6ce9fd0a134
12,tenant_A,tenant_A,,,0,,0,true,1024,128,0,0,0,0,0,,0,994,3975794,1782184710620167,1782184710733346,1782184712465310,130,ok,,length,3620b76e-9837-432b-974e-9631cce27058
11,tenant_B,tenant_B,,,0,,0,true,1024,128,0,0,0,0,0,,0,996,3949450,1782184710593873,1782184710733310,1782184712465608,130,ok,,length,52ee6b1b-f4f5-4932-9e3b-19824a39fe9c
13,tenant_A,tenant_A,,,0,,0,true,1024,128,0,0,0,0,0,,0,967,4301090,1782184710945386,1782184711006494,1782184712707092,130,ok,,length,5abcdee4-d5c7-439c-823c-cc5f4e1f0faa
14,tenant_B,tenant_B,,,0,,0,true,1024,128,0,0,0,0,0,,0,964,4317337,1782184710961885,1782184711060076,1782184712804805,130,ok,,length,f386b257-3fd8-4656-8a4b-78f9ed66b04c
