tenant_id,request_idx,ttft_ms,mean_itl_ms,p50_itl_ms,p95_itl_ms,p99_itl_ms,e2e_ms,num_output_tokens,start_time
tenant_A,1627,251.32,72.53,58.65,233.98,338.79,9462.23,128,1782137599.29
tenant_A,833,707.79,83.92,68.82,195.11,231.29,11366.03,128,1782137321.41
tenant_A,5,122.41,30.53,14.98,94.14,115.95,3999.98,128,1782137047.391
tenant_A,112,316.8,37.47,18.61,105.76,144.46,5074.94,128,1782137081.898
tenant_A,1444,211.2,49.65,21.59,148.77,195.9,6516.46,128,1782137537.662
tenant_A,1756,88.16,26.16,15.32,55.09,100.37,3410.73,128,1782137641.178
tenant_A,279,180.81,38.23,19.13,106.64,150.05,5036.48,128,1782137137.921
tenant_A,1410,569.52,70.09,60.39,231.15,309.24,9471.3,128,1782137524.626
tenant_A,1163,313.8,60.06,25.02,191.72,196.64,7941.43,128,1782137439.886
tenant_A,38,112.81,35.69,16.83,104.1,150.67,4645.49,128,1782137059.205
tenant_A,203,82.63,29.65,14.24,96.5,169.4,3847.64,128,1782137115.455
tenant_A,897,325.03,31.88,17.57,90.85,108.31,4374.11,128,1782137342.533
tenant_A,967,305.17,47.25,18.79,132.02,254.05,6306.38,128,1782137364.152
tenant_A,1000,105.56,41.99,17.18,105.23,145.11,5438.48,128,1782137376.427
tenant_A,1384,248.53,42.61,19.86,105.75,150.79,5660.51,128,1782137511.95
tenant_A,1415,207.35,55.57,58.12,150.96,255.75,7265.2,128,1782137527.849
tenant_A,1054,84.69,34.77,15.74,98.52,212.28,4500.15,128,1782137395.693
tenant_A,1164,393.72,59.34,24.94,192.0,197.07,7930.15,128,1782137439.916
tenant_A,144,165.3,42.04,17.74,104.17,174.92,5504.78,128,1782137093.771
tenant_A,340,272.06,68.85,61.68,154.98,229.32,9015.93,128,1782137159.213
tenant_A,804,308.68,82.85,61.83,228.71,280.28,10830.58,128,1782137315.469
tenant_A,1735,126.63,40.09,16.85,105.18,201.6,5217.86,128,1782137633.577
tenant_A,721,222.9,32.9,18.09,101.93,106.04,4400.59,128,1782137287.558
tenant_A,834,530.2,82.97,67.91,195.32,231.5,11067.31,128,1782137321.798
tenant_A,1418,194.86,71.01,61.65,191.92,279.75,9212.99,128,1782137530.149
tenant_A,7,109.37,31.1,15.43,93.83,110.86,4058.83,128,1782137047.807
tenant_A,166,393.24,63.8,56.23,245.27,279.61,8496.15,128,1782137100.912
tenant_A,743,137.94,29.84,14.86,94.53,123.91,3927.62,128,1782137294.771
tenant_A,832,715.44,83.93,68.84,195.28,231.5,11375.16,128,1782137321.403
tenant_A,1017,139.45,43.75,17.69,141.29,186.43,5695.64,128,1782137382.587
tenant_A,143,107.42,42.36,17.74,104.2,174.96,5487.15,128,1782137093.734
tenant_A,835,288.32,82.35,67.78,195.41,231.47,10746.16,128,1782137322.145
