tenant_id,request_idx,ttft_ms,tpot_ms,mean_itl_ms,e2e_ms,num_input_tokens,num_output_tokens,start_time
tenant_A,0,70.1,13.93,13.82,1853.42,1024,128,1782186238.203
tenant_A,1,65.17,14.21,14.1,1883.82,1024,128,1782186238.272
tenant_B,2,84.18,14.21,14.1,1903.16,1024,128,1782186238.298
tenant_A,3,98.81,13.96,13.85,1886.07,1024,128,1782186238.327
tenant_B,4,63.0,15.03,14.92,1987.06,1024,128,1782186238.59
tenant_B,5,69.04,15.47,15.35,2049.65,1024,128,1782186238.987
tenant_B,6,60.58,16.44,16.31,2164.9,1024,128,1782186239.213
tenant_A,7,63.45,16.46,16.34,2170.89,1024,128,1782186239.288
tenant_B,8,68.61,16.43,16.3,2171.5,1024,128,1782186239.343
tenant_B,9,67.16,17.71,17.58,2334.51,1024,128,1782186239.989
tenant_B,10,69.83,17.48,17.35,2307.46,1024,128,1782186240.042
tenant_B,11,105.14,17.23,17.1,2311.19,1024,128,1782186240.051
tenant_A,12,136.39,16.98,16.85,2310.28,1024,128,1782186240.064
tenant_A,13,64.57,17.01,16.88,2242.28,1024,128,1782186240.227
tenant_B,14,100.44,16.77,16.64,2247.59,1024,128,1782186240.235
tenant_A,15,68.92,16.54,16.41,2185.57,1024,128,1782186240.335
tenant_B,16,86.96,16.54,16.41,2203.97,1024,128,1782186240.373
tenant_B,17,72.52,16.3,16.18,2159.42,1024,128,1782186240.467
tenant_A,18,72.11,16.03,15.91,2124.35,1024,128,1782186240.783
tenant_A,19,102.58,15.77,15.64,2120.62,1024,128,1782186240.799
tenant_A,20,108.89,15.42,15.3,2082.15,1024,128,1782186241.1
tenant_B,21,108.85,15.42,15.3,2082.12,1024,128,1782186241.1
tenant_B,22,129.01,15.07,14.95,2057.64,1024,128,1782186241.149
tenant_A,23,65.52,14.88,14.77,1970.54,1024,128,1782186241.248
tenant_B,24,65.32,14.85,14.73,1965.71,1024,128,1782186241.355
tenant_A,25,71.83,14.82,14.7,1968.37,1024,128,1782186241.442
tenant_B,26,83.31,14.57,14.45,1947.79,1024,128,1782186241.487
tenant_B,27,73.86,14.3,14.19,1904.69,1024,128,1782186241.567
tenant_A,28,68.41,14.92,14.8,1978.2,1024,128,1782186241.82
tenant_B,29,65.8,14.67,14.56,1943.54,1024,128,1782186241.904
tenant_A,30,73.32,14.6,14.49,1941.92,1024,128,1782186242.094
tenant_B,31,68.02,14.23,14.12,1890.03,1024,128,1782186242.388
tenant_B,32,68.04,14.19,14.08,1884.02,1024,128,1782186242.509
tenant_A,33,64.95,16.37,16.25,2160.58,1024,128,1782186243.105
tenant_B,34,66.08,16.43,16.31,2169.76,1024,128,1782186243.255
tenant_B,35,60.89,16.23,16.11,2138.95,1024,128,1782186243.35
tenant_B,36,66.17,17.16,17.03,2262.72,1024,128,1782186243.529
tenant_A,37,68.61,16.96,16.83,2239.7,1024,128,1782186243.617
tenant_A,38,62.78,16.73,16.6,2204.07,1024,128,1782186243.678
tenant_A,39,99.55,16.48,16.35,2208.54,1024,128,1782186243.686
tenant_A,40,69.55,16.51,16.38,2182.74,1024,128,1782186243.87
tenant_A,41,59.21,17.07,16.94,2244.15,1024,128,1782186244.272
tenant_B,42,66.28,17.2,17.06,2267.65,1024,128,1782186244.537
tenant_B,43,95.23,16.96,16.83,2266.61,1024,128,1782186244.55
tenant_A,44,108.92,16.4,16.28,2208.6,1024,128,1782186244.634
