request_id,client_id,tenant_id,slo_class,session_id,round_index,prefix_group,prefix_length,streaming,input_tokens,output_tokens,text_tokens,image_tokens,audio_tokens,video_tokens,reason_ratio,model,deadline_us,server_input_tokens,arrival_time_us,send_time_us,first_chunk_time_us,last_chunk_time_us,num_chunks,status,error_message,finish_reason,x_request_id
0,tenant_A,tenant_A,,,0,,0,true,1024,128,0,0,0,0,0,,0,1010,126522,1782186238202774,1782186238272876,1782186240056193,130,ok,,length,f2cafe89-a8ba-4de5-8178-be3da60bfb4b
1,tenant_A,tenant_A,,,0,,0,true,1024,128,0,0,0,0,0,,0,987,196581,1782186238272124,1782186238337295,1782186240155943,130,ok,,length,8bfbca65-2391-48e3-b2df-d9ae8d331f81
2,tenant_B,tenant_B,,,0,,0,true,1024,128,0,0,0,0,0,,0,996,221426,1782186238297543,1782186238381720,1782186240200701,130,ok,,length,c1e14935-0fdc-4344-a23c-c9f01cfecd65
3,tenant_A,tenant_A,,,0,,0,true,1024,128,0,0,0,0,0,,0,1000,250619,1782186238326888,1782186238425693,1782186240212953,130,ok,,length,a6278d86-bda0-4dfd-a206-6e0d679bbd7b
4,tenant_B,tenant_B,,,0,,0,true,1024,128,0,0,0,0,0,,0,977,514038,1782186238590394,1782186238653392,1782186240577456,130,ok,,length,bc8a4ce5-6936-467c-9700-745f22e572e7
5,tenant_B,tenant_B,,,0,,0,true,1024,128,0,0,0,0,0,,0,1011,910760,1782186238986620,1782186239055664,1782186241036271,130,ok,,length,83892d03-f8fc-479d-a8fc-be1d857bef1c
6,tenant_B,tenant_B,,,0,,0,true,1024,128,0,0,0,0,0,,0,989,1137487,1782186239213083,1782186239273666,1782186241377981,130,ok,,length,27a90e94-67b0-457b-ac22-7f931e48efc5
7,tenant_A,tenant_A,,,0,,0,true,1024,128,0,0,0,0,0,,0,1001,1212686,1782186239288256,1782186239351706,1782186241459151,130,ok,,length,f34d42aa-66d6-449d-abfe-a53ea7df6aaa
8,tenant_B,tenant_B,,,0,,0,true,1024,128,0,0,0,0,0,,0,1001,1266997,1782186239342547,1782186239411155,1782186241514049,130,ok,,length,db2e9e5e-5b6c-4945-9109-3f92c1cb5a50
9,tenant_B,tenant_B,,,0,,0,true,1024,128,0,0,0,0,0,,0,951,1912850,1782186239988987,1782186240056147,1782186242323495,130,ok,,length,8dcdd7b4-29e3-4463-84b9-8140ad9253f4
10,tenant_B,tenant_B,,,0,,0,true,1024,128,0,0,0,0,0,,0,986,1965577,1782186240041647,1782186240111481,1782186242349105,130,ok,,length,815ec0c5-3f44-4948-83f2-8f650bab4227
11,tenant_B,tenant_B,,,0,,0,true,1024,128,0,0,0,0,0,,0,996,1974723,1782186240050705,1782186240155849,1782186242361899,130,ok,,length,8146aad1-e267-4329-b3e6-6487579d20a1
12,tenant_A,tenant_A,,,0,,0,true,1024,128,0,0,0,0,0,,0,994,1987896,1782186240064346,1782186240200740,1782186242374630,130,ok,,length,e0fd7512-a824-4921-83d2-014c23bfa761
13,tenant_A,tenant_A,,,0,,0,true,1024,128,0,0,0,0,0,,0,967,2150544,1782186240227073,1782186240291647,1782186242469350,130,ok,,length,2d74f396-0784-429c-bfcf-e438e281c04f
14,tenant_B,tenant_B,,,0,,0,true,1024,128,0,0,0,0,0,,0,964,2158666,1782186240234769,1782186240335205,1782186242482362,130,ok,,length,ecbca1cc-ccdb-47d7-b505-48a54cd4b7b1
15,tenant_A,tenant_A,,,0,,0,true,1024,128,0,0,0,0,0,,0,963,2259550,1782186240335266,1782186240404181,1782186242520836,130,ok,,length,b34d32c8-16f3-4dd2-931f-edaf6b064931
16,tenant_B,tenant_B,,,0,,0,true,1024,128,0,0,0,0,0,,0,1009,2296584,1782186240373026,1782186240459988,1782186242577001,130,ok,,length,92b8595d-5eee-449f-9567-e7ef672862aa
17,tenant_B,tenant_B,,,0,,0,true,1024,128,0,0,0,0,0,,0,964,2390747,1782186240467232,1782186240539753,1782186242626654,130,ok,,length,9130edcb-64c6-48d3-a7ee-e610c887fcfe
18,tenant_A,tenant_A,,,0,,0,true,1024,128,0,0,0,0,0,,0,1007,2707112,1782186240783195,1782186240855300,1782186242907541,130,ok,,length,5b044618-9399-4f34-a017-1878661b8086
19,tenant_A,tenant_A,,,0,,0,true,1024,128,0,0,0,0,0,,0,973,2722593,1782186240798767,1782186240901349,1782186242919385,130,ok,,length,4459ded2-f78b-4094-a194-3c55c2705ddb
20,tenant_A,tenant_A,,,0,,0,true,1024,128,0,0,0,0,0,,0,1008,3024024,1782186241099627,1782186241208515,1782186243181781,130,ok,,length,16aeeaf3-8e78-44a2-a927-b6dc979384b2
21,tenant_B,tenant_B,,,0,,0,true,1024,128,0,0,0,0,0,,0,990,3024190,1782186241099686,1782186241208539,1782186243181802,130,ok,,length,86210d53-1ba9-4ff1-a11e-3109e3346703
22,tenant_B,tenant_B,,,0,,0,true,1024,128,0,0,0,0,0,,0,983,3072453,1782186241148550,1782186241277558,1782186243206187,130,ok,,length,395e23f8-db79-4a85-857d-5a02ef77c031
23,tenant_A,tenant_A,,,0,,0,true,1024,128,0,0,0,0,0,,0,1003,3171645,1782186241247777,1782186241313298,1782186243218321,130,ok,,length,bbbcc579-caab-4815-85d5-ce416a35e200
24,tenant_B,tenant_B,,,0,,0,true,1024,128,0,0,0,0,0,,0,991,3278840,1782186241355058,1782186241420375,1782186243320765,130,ok,,length,57722717-bd63-4308-8415-dc41b8e69faf
25,tenant_A,tenant_A,,,0,,0,true,1024,128,0,0,0,0,0,,0,976,3365841,1782186241442171,1782186241513997,1782186243410538,130,ok,,length,12af603e-5576-44c8-9f7e-3748277c2a1e
26,tenant_B,tenant_B,,,0,,0,true,1024,128,0,0,0,0,0,,0,993,3410337,1782186241486883,1782186241570191,1782186243434672,130,ok,,length,87db2a25-dce7-475e-9873-dc52aed74a24
