request_id,client_id,tenant_id,slo_class,session_id,round_index,prefix_group,prefix_length,streaming,input_tokens,output_tokens,text_tokens,image_tokens,audio_tokens,video_tokens,reason_ratio,model,deadline_us,server_input_tokens,arrival_time_us,send_time_us,first_chunk_time_us,last_chunk_time_us,num_chunks,status,error_message,finish_reason,x_request_id
0,tenant_A,tenant_A,,,0,,0,true,1024,128,0,0,0,0,0,,0,1010,253045,1782189325102814,1782189325176995,1782189327284262,130,ok,,length,9deb49f8-6f17-41c0-8cc7-25c7e78465d7
1,tenant_C,tenant_C,,,0,,0,true,1024,128,0,0,0,0,0,,0,1001,295084,1782189325144773,1782189325231542,1782189327341455,130,ok,,length,54bfcb8c-1ec4-466b-bdf2-7ba4ca795338
2,tenant_A,tenant_A,,,0,,0,true,1024,128,0,0,0,0,0,,0,987,393163,1782189325242860,1782189325307847,1782189327458593,130,ok,,length,ce3344f6-fd67-4b20-9657-5dbc2ba6db1f
3,tenant_B,tenant_B,,,0,,0,true,1024,128,0,0,0,0,0,,0,996,442852,1782189325292816,1782189325362122,1782189327484197,130,ok,,length,0f55df82-eaae-4567-a4f2-6933beaf6f39
4,tenant_A,tenant_A,,,0,,0,true,1024,128,0,0,0,0,0,,0,1000,501239,1782189325351134,1782189325416819,1782189327509809,130,ok,,length,0ad922af-be69-4669-94a0-d18a96925c62
5,tenant_D,tenant_D,,,0,,0,true,1024,128,0,0,0,0,0,,0,978,731688,1782189325581830,1782189325644086,1782189327727626,130,ok,,length,a7ef16bd-d147-4444-8e5f-a14480c7713f
6,tenant_D,tenant_D,,,0,,0,true,1024,128,0,0,0,0,0,,0,1003,766458,1782189325616332,1782189325699924,1782189327752175,130,ok,,length,577be39a-0695-46f9-be22-234fce6d69ba
7,tenant_B,tenant_B,,,0,,0,true,1024,128,0,0,0,0,0,,0,977,1028077,1782189325877642,1782189325943529,1782189327972075,130,ok,,length,5b4e2f0f-8caa-49f5-bfd1-d67fe270c222
8,tenant_C,tenant_C,,,0,,0,true,1024,128,0,0,0,0,0,,0,985,1079221,1782189325929132,1782189326002417,1782189327996419,130,ok,,length,55044a74-bc9c-4ada-bf3f-68ef638cee0d
9,tenant_C,tenant_C,,,0,,0,true,1024,128,0,0,0,0,0,,0,977,1143155,1782189325993051,1782189326057684,1782189328051392,130,ok,,length,a61c31e4-1fb7-4579-9bfd-b42926a1b137
10,tenant_D,tenant_D,,,0,,0,true,1024,128,0,0,0,0,0,,0,968,1467958,1782189326318037,1782189326379165,1782189328348000,130,ok,,length,63ae5291-4323-40fc-91b8-469325ff4a26
11,tenant_D,tenant_D,,,0,,0,true,1024,128,0,0,0,0,0,,0,982,1474838,1782189326325074,1782189326424706,1782189328360371,130,ok,,length,a8dbc900-efcd-489b-bc25-af2ed4657fd8
