tenant_id,request_idx,ttft_ms,tpot_ms,mean_itl_ms,e2e_ms,num_input_tokens,num_output_tokens,start_time
tenantA,0,42.5,21.36,21.2,2777.08,256,128,1782246578.013
tenantB,1,194.18,21.59,21.42,2957.91,4096,128,1782246578.139
tenantA,2,116.02,21.6,21.43,2880.83,256,128,1782246578.242
tenantA,3,36.35,21.59,21.42,2799.82,256,128,1782246578.336
tenantA,4,34.27,21.63,21.46,2802.84,256,128,1782246578.412
tenantA,5,42.44,21.7,21.54,2820.57,256,128,1782246578.489
tenantA,6,33.45,21.71,21.54,2812.45,256,128,1782246578.536
tenantA,7,38.03,22.98,22.8,2979.66,256,128,1782246578.652
tenantB,8,206.92,24.74,24.54,3373.21,4096,128,1782246579.027
tenantB,9,332.92,23.51,23.32,3341.76,4096,128,1782246579.072
tenantA,10,285.31,23.51,23.33,3294.24,256,128,1782246579.119
tenantB,11,419.14,20.94,20.78,3099.72,4096,128,1782246579.341
tenantB,12,522.41,20.94,20.78,3202.79,4096,128,1782246579.238
tenantA,13,475.6,20.94,20.78,3156.32,256,128,1782246579.284
tenantB,14,411.19,20.69,20.53,3059.51,4096,128,1782246579.563
tenantA,15,261.48,20.69,20.53,2909.84,256,128,1782246579.712
tenantA,16,48.53,21.88,21.71,2849.32,256,128,1782246579.973
tenantB,17,198.52,31.72,31.48,4258.94,4096,128,1782246580.579
tenantB,18,203.09,30.58,30.34,4117.45,4096,128,1782246580.854
tenantA,19,35.17,36.01,35.73,4644.43,256,128,1782246581.209
tenantB,20,195.81,35.17,34.89,4696.96,4096,128,1782246581.342
tenantA,21,43.98,35.6,35.33,4601.23,256,128,1782246581.818
tenantB,22,203.23,34.36,34.09,4600.81,4096,128,1782246581.835
tenantB,23,293.99,33.13,32.87,4534.83,4096,128,1782246581.935
tenantA,24,317.71,33.13,32.88,4558.59,256,128,1782246581.911
tenantA,25,43.53,33.17,32.91,4288.77,256,128,1782246582.287
tenantB,26,199.59,34.62,34.35,4631.01,4096,128,1782246582.423
tenantA,27,193.07,34.61,34.35,4623.77,256,128,1782246582.445
tenantB,28,233.54,33.4,33.14,4508.5,4096,128,1782246582.576
tenantB,29,247.4,32.2,31.95,4369.16,4096,128,1782246582.745
tenantA,30,163.48,32.15,31.9,4278.49,256,128,1782246582.866
tenantA,31,63.25,32.15,31.9,4178.35,256,128,1782246582.967
tenantA,32,43.49,32.21,31.96,4166.78,256,128,1782246583.069
tenantB,33,209.02,32.19,31.94,4329.64,4096,128,1782246583.122
tenantB,34,543.81,29.51,29.28,4321.41,4096,128,1782246583.16
tenantB,35,527.95,29.51,29.28,4305.61,4096,128,1782246583.176
tenantB,36,654.8,28.28,28.07,4275.27,4096,128,1782246583.221
tenantA,37,619.93,28.29,28.07,4240.44,256,128,1782246583.256
tenantB,38,732.58,25.65,25.45,4015.99,4096,128,1782246583.494
tenantB,39,859.2,25.65,25.45,4142.61,4096,128,1782246583.367
tenantA,40,501.39,25.44,25.24,3757.6,256,128,1782246583.766
tenantA,41,109.63,25.53,25.33,3377.17,256,128,1782246584.16
tenantA,42,46.45,26.75,26.54,3470.21,256,128,1782246584.33
tenantB,43,204.66,25.53,25.33,3472.55,4096,128,1782246584.512
tenantB,44,208.34,24.1,23.91,3292.9,4096,128,1782246584.982
tenantB,45,221.51,22.81,22.63,3140.85,4096,128,1782246585.161
tenantB,46,373.74,21.38,21.22,3110.78,4096,128,1782246585.218
tenantA,47,247.1,21.38,21.22,2984.14,256,128,1782246585.345
tenantA,48,388.59,21.38,21.22,3125.74,256,128,1782246585.203
tenantB,49,221.25,19.96,19.81,2776.59,4096,128,1782246585.616
tenantA,50,99.2,19.85,19.7,2640.2,256,128,1782246585.777
tenantA,51,43.87,20.29,20.13,2640.49,256,128,1782246586.309
tenantA,52,56.43,20.19,20.04,2641.02,256,128,1782246586.347
tenantA,53,51.67,22.72,22.54,2959.83,256,128,1782246586.403
tenantB,54,206.07,23.97,23.79,3274.77,4096,128,1782246586.553
tenantA,55,47.79,25.11,24.92,3262.41,256,128,1782246586.782
tenantB,56,212.12,23.88,23.7,3268.78,4096,128,1782246586.788
tenantA,57,167.46,23.86,23.68,3221.86,256,128,1782246586.87
tenantB,58,201.0,24.9,24.71,3388.46,4096,128,1782246587.251
