tenant_id,request_idx,ttft_ms,mean_itl_ms,p50_itl_ms,p95_itl_ms,p99_itl_ms,e2e_ms,num_output_tokens,start_time
tenant_A,395,79.47,19.03,13.02,47.9,51.55,2496.59,128,1781910240.246
tenant_A,210,276.45,19.91,13.81,49.6,82.14,2804.78,128,1781910149.035
tenant_A,266,114.48,19.97,13.66,52.36,90.22,2651.06,128,1781910171.646
tenant_A,890,82.49,19.57,13.19,48.5,90.14,2568.41,128,1781910481.364
tenant_A,269,126.03,23.37,13.61,53.11,92.58,3093.53,128,1781910173.601
tenant_A,935,108.17,21.28,13.48,50.5,122.71,2810.38,128,1781910503.619
tenant_A,65,87.57,20.23,13.36,51.84,89.23,2656.53,128,1781910073.604
tenant_A,97,80.15,22.88,13.64,51.12,86.27,2986.0,128,1781910088.623
tenant_A,222,83.15,28.98,14.02,97.24,160.52,3763.89,128,1781910154.488
tenant_A,335,72.76,19.82,14.17,50.03,81.34,2589.64,128,1781910206.762
tenant_A,512,104.34,27.33,14.86,54.12,134.61,3574.71,128,1781910295.508
tenant_A,542,80.57,22.08,13.25,51.53,91.12,2885.07,128,1781910310.001
tenant_A,1012,82.07,19.38,13.17,49.82,89.35,2543.37,128,1781910541.827
tenant_A,1082,104.2,22.98,13.71,53.09,122.48,3022.69,128,1781910584.129
tenant_A,1103,67.21,16.82,12.77,45.5,47.12,2202.84,128,1781910596.75
tenant_A,1021,68.96,23.2,13.18,53.61,91.27,3015.7,128,1781910547.3
tenant_A,1132,67.23,27.58,13.25,91.65,99.17,3570.05,128,1781910614.753
tenant_A,390,89.57,27.14,15.85,94.85,109.1,3536.15,128,1781910236.415
tenant_A,285,113.31,19.35,12.97,50.52,88.51,2571.41,128,1781910180.552
tenant_A,342,79.01,23.0,13.98,53.99,90.19,2999.53,128,1781910210.715
tenant_A,388,222.75,33.51,16.45,104.53,110.85,4478.47,128,1781910234.68
tenant_A,507,137.35,25.18,14.9,53.61,93.99,3335.17,128,1781910294.111
tenant_A,551,123.47,18.86,13.2,50.1,79.41,2519.3,128,1781910314.283
tenant_A,826,79.77,26.64,15.41,56.75,136.54,3463.31,128,1781910451.971
tenant_A,892,84.67,24.68,14.02,88.49,92.57,3219.39,128,1781910483.371
tenant_A,450,124.85,21.14,13.43,50.72,80.78,2809.57,128,1781910271.927
tenant_A,470,108.29,19.36,13.21,49.93,79.74,2566.48,128,1781910279.371
tenant_A,682,73.01,17.88,13.59,47.71,50.79,2344.1,128,1781910381.328
tenant_A,804,221.23,24.25,14.17,79.33,121.36,3300.87,128,1781910444.274
tenant_A,1007,114.07,22.34,13.52,52.33,89.12,2951.84,128,1781910537.997
tenant_A,1068,128.06,19.71,13.12,52.08,90.09,2630.71,128,1781910577.326
tenant_A,264,183.82,22.28,14.15,51.97,91.2,3013.82,128,1781910170.521
tenant_A,372,78.62,21.54,13.77,50.34,51.7,2813.99,128,1781910228.516
tenant_A,832,351.89,21.32,15.18,50.24,56.8,3059.36,128,1781910453.156
tenant_A,967,225.57,18.48,14.12,48.86,52.54,2572.75,128,1781910517.221
tenant_A,1005,66.18,22.63,13.28,52.83,88.9,2940.82,128,1781910537.268
tenant_A,366,116.2,21.75,12.99,52.57,91.84,2878.27,128,1781910224.082
tenant_A,445,106.26,21.93,13.25,50.59,90.28,2891.84,128,1781910270.858
tenant_A,518,77.7,26.4,14.3,53.76,167.35,3430.45,128,1781910298.119
tenant_A,928,77.85,22.52,13.62,52.73,92.12,2937.76,128,1781910501.15
tenant_A,1125,69.19,20.38,12.89,50.13,93.24,2657.09,128,1781910610.336
tenant_A,1168,107.37,22.41,13.65,51.76,79.38,2953.02,128,1781910633.224
tenant_A,680,118.98,21.92,13.94,50.17,125.02,2902.43,128,1781910379.469
tenant_A,814,82.01,21.47,13.33,50.86,89.68,2808.85,128,1781910447.554
tenant_A,959,113.3,23.98,14.31,52.83,124.92,3158.68,128,1781910515.444
tenant_A,213,154.6,19.27,13.53,48.95,50.36,2601.3,128,1781910149.753
tenant_A,221,111.74,28.91,13.8,97.18,160.52,3783.73,128,1781910154.188
tenant_A,256,107.77,25.32,14.21,51.52,93.34,3322.84,128,1781910168.516
tenant_A,678,71.74,24.72,13.97,51.15,132.54,3211.44,128,1781910378.952
tenant_A,951,71.29,18.81,12.73,47.44,86.44,2459.8,128,1781910511.206
tenant_A,1001,91.43,19.46,13.07,47.28,80.03,2563.48,128,1781910535.764
tenant_A,208,76.53,22.39,13.84,52.18,92.97,2920.35,128,1781910148.715
tenant_A,513,85.09,26.99,14.74,54.18,134.61,3513.1,128,1781910296.019
tenant_A,949,65.14,18.23,12.43,46.86,74.71,2380.86,128,1781910510.488
tenant_A,355,136.22,22.55,13.64,53.89,92.23,2999.63,128,1781910216.18
tenant_A,663,198.72,19.88,13.74,49.6,81.8,2724.07,128,1781910370.779
