tenant_id,request_idx,ttft_ms,mean_itl_ms,p50_itl_ms,p95_itl_ms,p99_itl_ms,e2e_ms,num_output_tokens,start_time
tenant_A,1401,179.02,62.79,21.99,217.65,356.37,8153.57,128,1782137515.263
tenant_A,112,262.31,38.94,18.97,107.31,149.05,5207.2,128,1782137076.049
tenant_A,1163,441.38,64.29,26.85,195.05,272.5,8606.29,128,1782137434.048
tenant_A,99,119.98,44.96,19.52,106.78,178.11,5829.79,128,1782137072.664
tenant_A,673,111.35,44.23,18.09,110.19,190.19,5728.8,128,1782137264.843
tenant_A,816,194.64,98.04,71.98,242.82,341.09,12646.36,128,1782137312.049
tenant_A,1100,138.42,37.22,17.03,98.79,171.99,4864.93,128,1782137410.454
tenant_A,1206,103.26,52.13,18.16,172.51,231.89,6723.35,128,1782137448.316
tenant_A,101,261.19,49.18,19.84,145.83,189.48,6506.89,128,1782137073.442
tenant_A,1101,259.86,35.19,17.04,97.87,130.82,4728.45,128,1782137410.77
tenant_A,1014,128.65,47.22,18.39,146.84,230.23,6126.06,128,1782137375.696
tenant_A,1278,227.44,40.61,19.36,133.75,194.23,5384.58,128,1782137472.963
tenant_A,5,74.69,33.07,15.6,95.77,121.8,4274.06,128,1782137041.532
tenant_A,703,100.91,60.63,39.54,159.6,267.14,7800.93,128,1782137273.315
tenant_A,30,262.72,38.65,16.38,126.03,189.15,5171.19,128,1782137050.277
tenant_A,815,225.24,98.05,71.9,242.79,341.13,12677.21,128,1782137312.019
tenant_A,1276,91.81,41.69,19.29,144.3,193.52,5386.05,128,1782137472.82
tenant_A,1382,256.9,45.67,21.68,109.54,181.49,6057.01,128,1782137505.986
tenant_A,1729,140.52,41.24,17.14,107.94,204.43,5377.62,128,1782137625.571
tenant_A,263,231.36,56.38,21.76,152.83,190.09,7391.15,128,1782137126.867
tenant_A,1457,231.52,56.69,19.8,190.13,266.43,7431.04,128,1782137537.301
tenant_A,1036,88.4,39.26,17.53,141.68,149.09,5074.54,128,1782137382.913
tenant_A,696,267.92,59.22,54.88,191.01,268.35,7789.37,128,1782137271.077
tenant_A,1005,81.52,46.64,18.6,109.16,179.26,6004.63,128,1782137371.683
tenant_A,1369,217.5,61.39,59.62,191.2,225.97,8013.57,128,1782137502.579
tenant_A,805,292.83,91.78,65.97,233.62,282.68,11949.33,128,1782137309.647
tenant_A,994,228.49,45.05,17.24,142.89,191.28,5949.45,128,1782137368.559
tenant_A,1225,294.43,64.25,62.41,155.25,180.69,8454.47,128,1782137455.143
tenant_A,1430,294.24,66.81,25.66,195.3,262.05,8779.26,128,1782137527.216
tenant_A,675,84.84,51.81,18.27,185.66,192.34,6664.18,128,1782137265.468
tenant_A,698,233.75,59.33,55.47,178.81,268.2,7768.33,128,1782137271.487
tenant_A,1003,83.38,43.95,17.92,109.22,179.37,5665.31,128,1782137371.106
tenant_A,1374,254.07,58.27,58.92,191.38,225.32,7653.96,128,1782137503.44
tenant_A,119,188.11,35.3,17.63,105.72,147.68,4671.12,128,1782137079.029
tenant_A,961,221.18,56.64,19.93,151.98,304.53,7414.92,128,1782137357.409
tenant_A,1281,151.82,35.85,18.41,100.27,194.27,4704.63,128,1782137474.845
tenant_A,1541,99.56,39.82,19.04,130.09,148.47,5156.79,128,1782137564.571
tenant_A,157,322.91,52.89,20.27,150.47,256.46,7039.5,128,1782137092.185
tenant_A,779,198.69,37.69,18.02,108.17,142.5,4984.88,128,1782137300.689
tenant_A,1470,95.72,60.25,20.22,192.47,283.3,7748.03,128,1782137541.302
tenant_A,102,175.44,47.26,19.57,145.81,189.48,6177.17,128,1782137074.031
tenant_A,236,303.1,49.24,22.2,147.94,187.58,6557.01,128,1782137120.193
tenant_A,707,453.6,56.11,21.22,153.5,192.41,7579.91,128,1782137274.369
tenant_A,959,235.54,57.2,19.84,178.9,304.52,7499.38,128,1782137357.118
tenant_A,968,421.77,54.83,20.63,149.1,234.51,7384.79,128,1782137358.446
tenant_A,1343,647.81,73.73,64.23,239.58,283.06,10011.64,128,1782137492.35
tenant_A,1469,102.24,51.79,20.17,189.15,267.56,6679.24,128,1782137540.347
tenant_A,237,294.13,49.86,22.15,148.0,187.63,6626.36,128,1782137120.266
tenant_A,688,162.4,59.47,52.83,186.9,268.2,7715.22,128,1782137269.018
tenant_A,1210,176.18,63.95,52.88,185.16,231.9,8297.96,128,1782137449.335
tenant_A,161,96.62,55.61,20.06,188.71,256.18,7158.92,128,1782137093.608
tenant_A,817,272.53,101.7,104.8,242.82,341.24,13187.81,128,1782137312.645
tenant_A,1125,84.13,48.35,16.79,144.35,272.03,6224.23,128,1782137420.443
tenant_A,1213,311.36,63.46,53.1,155.17,231.77,8370.3,128,1782137450.183
tenant_A,6,72.64,32.14,15.64,95.8,121.87,4154.14,128,1782137041.924
tenant_A,712,102.89,50.35,20.86,151.72,181.04,6497.35,128,1782137277.223
tenant_A,1462,190.48,58.79,20.38,189.96,267.53,7656.89,128,1782137538.659
tenant_A,83,144.74,43.47,18.91,106.84,150.38,5665.42,128,1782137067.383
tenant_A,1445,196.49,51.87,22.92,153.54,221.38,6784.27,128,1782137532.084
tenant_A,987,296.81,36.66,18.99,107.49,147.13,4952.36,128,1782137365.515
tenant_A,1367,116.68,64.34,60.66,191.37,225.9,8287.88,128,1782137502.024
tenant_A,1018,154.14,44.95,18.43,146.95,230.25,5862.53,128,1782137376.979
tenant_A,1423,186.06,71.57,61.11,197.44,261.81,9275.48,128,1782137525.752
tenant_A,807,451.32,90.63,65.1,236.04,286.2,11961.47,128,1782137309.97
tenant_A,1039,254.82,42.09,17.39,131.15,148.42,5600.82,128,1782137384.255
tenant_A,783,94.92,39.17,17.81,109.77,142.59,5069.99,128,1782137302.073
tenant_A,1103,86.66,36.02,16.69,98.13,130.83,4661.19,128,1782137411.38
tenant_A,1472,183.65,62.57,20.6,192.46,283.46,8130.57,128,1782137541.616
tenant_A,291,287.86,31.06,17.2,61.0,109.65,4232.71,128,1782137135.026
tenant_A,995,280.93,42.96,17.41,141.05,178.86,5736.84,128,1782137368.863
tenant_A,270,191.54,50.37,20.93,149.99,193.2,6587.91,128,1782137129.115
tenant_A,714,189.81,49.67,20.94,150.03,155.21,6498.12,128,1782137277.467
tenant_A,942,399.15,41.39,18.64,132.76,176.95,5655.19,128,1782137351.576
tenant_A,1131,97.73,64.21,51.73,194.07,288.94,8252.74,128,1782137422.628
tenant_A,1672,165.28,38.59,20.12,106.88,135.73,5066.52,128,1782137606.515
tenant_A,794,266.45,54.02,20.29,150.61,217.85,7127.19,128,1782137306.72
tenant_A,943,579.52,40.01,18.66,108.94,148.75,5660.45,128,1782137351.694
tenant_A,701,302.54,61.04,55.37,179.14,267.42,8054.05,128,1782137272.435
tenant_A,1370,284.76,60.71,59.49,191.17,225.96,7995.19,128,1782137502.681
tenant_A,383,421.66,95.59,70.79,299.1,358.82,12562.19,128,1782137168.286
tenant_A,808,443.83,90.63,65.1,236.01,286.37,11954.38,128,1782137309.979
tenant_A,1171,557.92,58.5,23.7,159.61,196.9,7987.9,128,1782137436.793
tenant_A,1497,236.82,76.41,61.82,234.1,327.46,9941.27,128,1782137550.675
tenant_A,717,297.0,46.45,20.33,147.81,155.11,6196.03,128,1782137278.297
tenant_A,1104,90.73,36.03,16.53,97.98,130.84,4666.14,128,1782137411.478
tenant_A,1028,223.09,41.28,18.1,145.25,190.12,5465.83,128,1782137380.641
tenant_A,1251,271.08,42.87,18.77,143.65,177.66,5715.23,128,1782137464.955
tenant_A,719,316.85,44.69,19.99,133.55,153.97,5992.56,128,1782137279.08
tenant_A,967,436.26,55.2,20.46,149.19,234.64,7446.45,128,1782137358.305
tenant_A,1108,169.67,42.12,17.36,107.34,144.93,5519.14,128,1782137413.368
tenant_A,1234,247.6,57.71,23.72,155.31,196.86,7576.42,128,1782137457.957
tenant_A,1414,276.98,65.67,61.34,195.17,226.54,8617.26,128,1782137521.518
tenant_A,788,238.27,53.01,20.03,147.02,192.96,6969.93,128,1782137305.168
tenant_A,1138,484.82,81.28,64.79,222.2,289.01,10807.52,128,1782137425.417
tenant_A,126,157.84,27.71,15.04,55.88,132.41,3676.82,128,1782137082.686
tenant_A,797,269.31,70.78,56.98,227.14,282.6,9257.99,128,1782137307.478
